Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
EP300_LOF	C17orf58	SPHK1	0.364	0.264	0.100	0.000
EP300_LOF	C17orf97	PNPLA7	0.264	0.156	0.108	0.001
EP300_LOF	CASTOR1	SPHK1	0.258	0.102	0.156	0.001
EP300_LOF	COPS9	SPHK1	0.264	0.158	0.106	0.000
EP300_LOF	FBXL6	SPHK1	0.332	0.229	0.102	0.000
EP300_LOF	FUOM	SPHK1	0.265	0.141	0.124	0.000
EP300_LOF	GALNT12	SPHK1	0.312	0.204	0.108	0.000
EP300_LOF	HID1	SNX33	0.257	0.125	0.132	0.000
EP300_LOF	HOXB8	SPHK1	0.326	0.224	0.102	0.001
EP300_LOF	ITSN2	MEF2B	0.327	0.209	0.118	0.002
EP300_LOF	KIAA0586	SPHK1	0.292	0.190	0.103	0.001
EP300_LOF	MAP3K11	VCPKMT	0.251	0.147	0.104	0.000
EP300_LOF	MARCHF9	VCPKMT	0.287	0.188	0.100	0.000
EP300_LOF	MEF2B	POU2F2	0.350	0.230	0.120	0.001
EP300_LOF	MT1X	SPHK1	0.330	0.224	0.106	0.000
EP300_LOF	MT1X	VCPKMT	0.324	0.205	0.119	0.000
EP300_LOF	RABL6	SPHK1	0.266	0.163	0.104	0.000
EP300_LOF	SCARF1	SPHK1	0.253	0.140	0.113	0.002
EP300_LOF	SCTR	VCPKMT	0.300	0.200	0.100	0.000
EP300_LOF	SELENOH	SPHK1	0.259	0.158	0.100	0.000
EP300_LOF	SPHK1	SWSAP1	0.326	0.202	0.124	0.000
EP300_LOF	SPHK1	VCPKMT	0.315	0.214	0.101	0.002
EPG5_LOF	EXTL2	HARBI1	0.263	0.127	0.136	0.000
EPG5_LOF	EXTL2	TMEM99	0.264	0.145	0.120	0.000
ERpos_HER2neg	BMP7	ZNF831	0.377	0.267	0.110	0.002
ERpos_HER2neg	ESR1	FOXA1	0.394	0.128	0.266	0.000
ERpos_HER2neg	ESR1	GATA3	0.322	0.172	0.150	0.000
ERpos_HER2neg	ESR1	SPDEF	0.402	0.224	0.178	0.000
ERpos_HER2neg	FOXA1	GATA3	0.262	0.136	0.125	0.000
ERpos_HER2neg	FOXA1	SPDEF	0.412	0.309	0.103	0.000
ERpos_HER2neg	SPDEF	TRPS1	0.254	0.144	0.110	0.000
Ewing_sarcoma	BLK	FLI1	0.149	0.248	-0.100	0.000
Ewing_sarcoma	CAD	FLI1	0.200	0.310	-0.110	0.000
Ewing_sarcoma	ETV6	FLI1	0.313	0.037	0.276	0.000
Ewing_sarcoma	ETV6	TRIM8	0.321	0.015	0.306	0.000
Ewing_sarcoma	FLI1	LIPT1	0.190	0.297	-0.107	0.000
Ewing_sarcoma	FLI1	MED24	0.165	0.266	-0.101	0.000
Ewing_sarcoma	FLI1	RFK	0.163	0.277	-0.114	0.000
Ewing_sarcoma	FLI1	TRIM8	0.333	0.000	0.333	0.000
Ewing_sarcoma	IGF2BP1	IRS2	0.353	0.248	0.105	0.000
Ewing_sarcoma	IGF2BP1	PREX1	0.264	0.149	0.115	0.000
Ewing_sarcoma	IGF2BP1	TRIM8	0.280	-0.031	0.311	0.000
Ewing_sarcoma	RNF216	TRIM8	0.304	0.086	0.217	0.000
Ewing_sarcoma	STAG1	TRIM8	0.281	0.089	0.192	0.000
FBXW7_GOF	AKIP1	DPYD	0.294	0.192	0.102	0.000
FBXW7_GOF	AKIP1	GSTK1	0.268	0.155	0.113	0.000
FBXW7_GOF	LCK	MRM1	0.260	0.159	0.101	0.000
HGD_LOF	NEUROD1	OTX2	0.339	0.234	0.105	0.000
HLA-DQB2_LOF	CELF2	IRAK2	0.252	0.147	0.105	0.000
HLA-DQB2_LOF	LCK	SPHK1	0.291	0.160	0.131	0.001
IBTK_LOF	ABCB6	GSDMB	0.288	0.184	0.104	0.000
IBTK_LOF	ABCB6	RGCC	0.259	0.114	0.146	0.000
IBTK_LOF	ABCB6	SMIM29	0.275	0.162	0.113	0.002
IBTK_LOF	ACOT13	IGF2R	0.257	0.141	0.117	0.001
IBTK_LOF	ADGRL4	APOO	0.248	0.101	0.147	0.001
IBTK_LOF	AIM2	OR8B3	0.250	0.129	0.121	0.002
IBTK_LOF	ALOX5AP	MUC17	0.248	0.125	0.123	0.002
IBTK_LOF	ANKRD10	FSCN1	0.265	0.157	0.108	0.001
IBTK_LOF	APOO	FUT5	0.251	0.058	0.193	0.001
IBTK_LOF	AZU1	PIK3R3	0.264	0.163	0.100	0.000
IBTK_LOF	C17orf97	MUC17	0.265	0.141	0.124	0.001
IBTK_LOF	C17orf97	RGCC	0.271	0.159	0.112	0.001
IBTK_LOF	C4orf36	FGF14	0.282	0.091	0.191	0.002
IBTK_LOF	C4orf36	FUT5	0.253	0.063	0.190	0.001
IBTK_LOF	C4orf36	PFN2	0.252	0.079	0.173	0.002
IBTK_LOF	CCDC14	NID1	0.264	0.148	0.116	0.001
IBTK_LOF	CCDC14	PIK3R3	0.266	0.127	0.139	0.002
IBTK_LOF	CCDC14	TNFSF11	0.279	0.141	0.138	0.001
IBTK_LOF	CCDC150	PRR5	0.272	0.159	0.112	0.002
IBTK_LOF	CFAP46	PIK3R3	0.249	0.080	0.169	0.001
IBTK_LOF	DAPK1	MUC17	0.267	0.158	0.109	0.002
IBTK_LOF	EHD4	FUT5	0.265	0.134	0.131	0.001
IBTK_LOF	FGF14	MCF2L2	0.279	0.112	0.166	0.002
IBTK_LOF	FGFBP3	ITPRID1	0.261	0.161	0.100	0.002
IBTK_LOF	FSCN1	HSPA6	0.266	0.162	0.104	0.000
IBTK_LOF	FSCN1	PLD1	0.253	0.128	0.124	0.000
IBTK_LOF	FSCN1	SIGLEC6	0.265	0.141	0.124	0.000
IBTK_LOF	FSCN1	ZNF579	0.259	0.145	0.114	0.000
IBTK_LOF	FUT5	GRXCR2	0.278	0.179	0.100	0.000
IBTK_LOF	FUT5	MAMDC4	0.250	0.112	0.137	0.002
IBTK_LOF	FUT5	SCGB3A1	0.268	0.157	0.111	0.002
IBTK_LOF	FUT5	TMEM132A	0.263	0.125	0.139	0.002
IBTK_LOF	FUT5	ZNF845	0.277	0.166	0.112	0.001
IBTK_LOF	GATD1	SMIM29	0.256	0.153	0.103	0.000
IBTK_LOF	GPR35	GSDMB	0.248	0.146	0.101	0.001
IBTK_LOF	GPR35	MCF2L2	0.251	0.097	0.154	0.000
IBTK_LOF	HSD17B14	IGIP	0.255	0.147	0.108	0.001
IBTK_LOF	IGIP	OR8B3	0.340	0.216	0.125	0.001
IBTK_LOF	ITPRID1	MAMDC4	0.282	0.162	0.120	0.000
IBTK_LOF	LTK	MAMDC4	0.254	0.138	0.116	0.000
IBTK_LOF	MAMDC4	PIK3R3	0.290	0.161	0.129	0.001
IBTK_LOF	MIEF1	STAG3	0.276	0.164	0.113	0.001
IBTK_LOF	MUC17	OSGIN2	0.257	0.143	0.114	0.001
IBTK_LOF	MUC17	PIK3R3	0.271	0.111	0.160	0.000
IBTK_LOF	MUC17	SCGB3A1	0.248	0.134	0.114	0.000
IBTK_LOF	MUC17	SIGLEC6	0.340	0.239	0.101	0.002
IBTK_LOF	MUC17	TMEM132A	0.252	0.117	0.134	0.002
IBTK_LOF	MUC17	ZNF79	0.306	0.206	0.100	0.002
IBTK_LOF	MUC17	ZNF845	0.267	0.162	0.105	0.001
IBTK_LOF	OR8B3	PFN2	0.324	0.166	0.158	0.002
IBTK_LOF	PIK3R3	SIGLEC6	0.277	0.154	0.123	0.000
IBTK_LOF	PIK3R3	ZNF845	0.296	0.191	0.105	0.001
IBTK_LOF	RGCC	SLC18B1	0.263	0.149	0.114	0.002
INVS_LOF	BCAS3	C1orf100	0.309	0.206	0.102	0.000
INVS_LOF	PTGES2	PURB	0.248	0.144	0.104	0.002
KDM6A_LOF	CCND2	MAF	0.266	0.156	0.110	0.000
KDM6A_LOF	IRF2	MAF	0.289	0.163	0.126	0.000
KDM6A_LOF	MAF	PIM2	0.337	0.206	0.131	0.000
KDM6A_LOF	MAF	SLC38A5	0.275	0.127	0.148	0.000
KDM6A_LOF	SLC38A5	ZBTB38	0.256	0.150	0.106	0.000
KEAP1_LOF	SMIM12	TMEM35B	0.289	0.131	0.158	0.001
KIAA1755_LOF	FAM3B	FMO3	0.253	0.135	0.118	0.002
KIF15_LOF	ABCA5	PRCD	0.251	0.112	0.139	0.002
KIF15_LOF	ABCA5	PTPRT	0.257	0.125	0.132	0.001
KIF15_LOF	CYP21A2	EFNA2	0.252	0.097	0.154	0.002
KIF15_LOF	CYP21A2	MUC21	0.281	0.179	0.102	0.002
KIF15_LOF	DUSP3	FGF22	0.250	0.139	0.111	0.002
KIF15_LOF	GATA1	LMO2	0.382	0.271	0.112	0.000
KIF15_LOF	H2BU1	TMEM154	0.263	0.155	0.109	0.000
KIF15_LOF	H2BU1	TYW5	0.249	0.134	0.115	0.000
KIF15_LOF	HMX1	PDGFB	0.282	0.135	0.147	0.001
KIF15_LOF	PDGFB	PLOD2	0.249	0.145	0.104	0.002
KMT2A_LOF	BMP7	RHOB	0.259	0.144	0.115	0.000
KMT2C_LOF	RASSF8	TULP3	0.256	0.153	0.103	0.001
KRAS_GOF	ADGRE5	RNF34	0.312	0.203	0.108	0.001
KRAS_GOF	ARHGAP45	FDX1	0.183	0.289	-0.106	0.000
KRAS_GOF	ARL16	FHL3	0.316	0.187	0.129	0.001
KRAS_GOF	ARL16	LRRCC1	0.249	0.145	0.103	0.000
KRAS_GOF	ARL16	PAFAH1B3	0.262	0.160	0.102	0.002
KRAS_GOF	ARL16	PWWP3A	0.252	0.132	0.121	0.002
KRAS_GOF	ARL16	SLC22A2	0.252	0.134	0.118	0.002
KRAS_GOF	ARL16	TBXA2R	0.248	0.096	0.152	0.001
KRAS_GOF	ARL16	TWF2	0.319	0.199	0.120	0.002
KRAS_GOF	BANK1	PAIP2	0.141	0.248	-0.107	0.000
KRAS_GOF	C17orf97	FGFBP3	0.250	0.127	0.124	0.001
KRAS_GOF	C1QC	OR1K1	0.165	0.266	-0.100	0.000
KRAS_GOF	C1QC	ZNF169	0.143	0.249	-0.106	0.001
KRAS_GOF	CAPN1	KIAA0586	0.261	0.136	0.125	0.002
KRAS_GOF	CAPN2	PKN3	0.250	0.037	0.213	0.000
KRAS_GOF	CASC1	KRAS	0.342	0.153	0.189	0.000
KRAS_GOF	CCDC14	GALNT7	0.254	0.059	0.195	0.001
KRAS_GOF	CCDC14	MTF2	0.278	0.118	0.160	0.002
KRAS_GOF	CCDC14	SPHK1	0.259	0.119	0.140	0.001
KRAS_GOF	CENPA	FDX1	0.310	0.210	0.100	0.000
KRAS_GOF	CFAP161	ST3GAL4	0.267	0.013	0.253	0.001
KRAS_GOF	CHGA	KCNK13	0.144	0.257	-0.113	0.000
KRAS_GOF	CLDN19	PIK3R3	0.153	0.285	-0.131	0.001
KRAS_GOF	CPN2	CYP4B1	0.254	0.147	0.108	0.000
KRAS_GOF	DBNDD2	FGFBP3	0.281	0.168	0.113	0.000
KRAS_GOF	DBNDD2	ITPRID1	0.325	0.223	0.102	0.000
KRAS_GOF	DBNDD2	MAMDC4	0.253	0.115	0.138	0.000
KRAS_GOF	DBNDD2	MT3	0.360	0.250	0.111	0.000
KRAS_GOF	DBNDD2	ZNF845	0.373	0.268	0.105	0.000
KRAS_GOF	DDC	FDX1	0.439	0.273	0.165	0.000
KRAS_GOF	DDC	KCNK13	0.617	0.421	0.196	0.000
KRAS_GOF	DDC	NAT8L	0.425	0.155	0.271	0.000
KRAS_GOF	DDC	RDH10	0.324	0.147	0.176	0.000
KRAS_GOF	DDC	TNFRSF19	0.369	0.234	0.134	0.000
KRAS_GOF	DEF8	NAT8L	0.252	0.079	0.172	0.000
KRAS_GOF	DGKE	WDR83OS	0.266	0.148	0.118	0.000
KRAS_GOF	DOCK5	KRAS	0.367	0.181	0.186	0.000
KRAS_GOF	EED	ING5	0.173	0.276	-0.104	0.000
KRAS_GOF	EGFLAM	PGF	0.268	0.161	0.106	0.000
KRAS_GOF	EHD1	ZNF597	0.250	0.043	0.207	0.001
KRAS_GOF	EIF2S1	ZNF202	0.192	0.309	-0.117	0.000
KRAS_GOF	ELMO3	FERMT1	0.322	0.207	0.115	0.000
KRAS_GOF	ELMO3	ITGA3	0.329	0.218	0.111	0.000
KRAS_GOF	FDX1	KCNK13	0.510	0.271	0.239	0.000
KRAS_GOF	FDX1	LIPT2	0.137	0.249	-0.112	0.000
KRAS_GOF	FDX1	NAT8L	0.425	0.213	0.212	0.000
KRAS_GOF	FDX1	RDH10	0.285	0.145	0.140	0.000
KRAS_GOF	FDX1	SLC5A12	0.255	0.147	0.108	0.000
KRAS_GOF	FDX1	TNFRSF19	0.251	0.127	0.124	0.000
KRAS_GOF	FERMT1	KRAS	0.272	0.144	0.128	0.000
KRAS_GOF	FGFBP3	ZNF845	0.261	0.138	0.123	0.002
KRAS_GOF	FZD5	TMEM254	0.153	0.269	-0.117	0.000
KRAS_GOF	FZD5	WLS	0.254	0.016	0.238	0.000
KRAS_GOF	GCFC2	PTGES	0.261	0.145	0.116	0.000
KRAS_GOF	GCFC2	SWSAP1	0.352	0.251	0.101	0.002
KRAS_GOF	GOLPH3L	P4HTM	0.265	0.164	0.101	0.001
KRAS_GOF	GOLPH3L	PSMC2	0.158	0.257	-0.100	0.000
KRAS_GOF	GTF3C2	OR8B3	0.215	0.322	-0.108	0.000
KRAS_GOF	KCNK13	NAT8L	0.556	0.193	0.363	0.000
KRAS_GOF	KCNK13	PIK3CG	0.256	0.153	0.102	0.000
KRAS_GOF	KCNK13	RDH10	0.416	0.199	0.217	0.000
KRAS_GOF	KCNK13	SLC5A12	0.317	0.182	0.135	0.001
KRAS_GOF	KCNK13	TNFRSF19	0.391	0.217	0.174	0.000
KRAS_GOF	KCNK13	UCKL1	0.348	0.186	0.162	0.000
KRAS_GOF	KRAS	RAB10	0.261	0.132	0.130	0.000
KRAS_GOF	KRAS	RAF1	0.390	0.239	0.151	0.000
KRAS_GOF	KRAS	TCF7L2	0.250	0.114	0.136	0.000
KRAS_GOF	KRAS	TDG	0.257	0.115	0.142	0.000
KRAS_GOF	LBX1	MT3	0.276	0.171	0.105	0.001
KRAS_GOF	MAMDC4	MT3	0.292	0.146	0.147	0.001
KRAS_GOF	MAP1B	SLC15A3	0.265	0.151	0.113	0.000
KRAS_GOF	MT3	ZNF845	0.323	0.211	0.112	0.000
KRAS_GOF	NAT8L	RDH10	0.281	0.044	0.237	0.000
KRAS_GOF	NAT8L	SLC5A12	0.277	0.138	0.140	0.000
KRAS_GOF	NAT8L	TNFRSF19	0.281	0.097	0.184	0.000
KRAS_GOF	NFKBID	RNF34	0.364	0.230	0.134	0.000
KRAS_GOF	NRAS	RAF1	0.305	0.472	-0.167	0.000
KRAS_GOF	OSGIN2	SCGB3A1	0.260	0.153	0.107	0.002
KRAS_GOF	PGF	THBD	0.263	0.139	0.125	0.001
KRAS_GOF	PSMD14	TMTC1	0.173	0.278	-0.104	0.001
KRAS_GOF	RDH10	UCKL1	0.267	0.120	0.147	0.000
KRAS_GOF	TACSTD2	ZNF845	0.251	0.143	0.108	0.002
KRAS_GOF	TCF7L2	TTC7A	0.278	0.176	0.103	0.001
KRAS_GOF	ZNF112	ZNF845	0.255	0.113	0.142	0.000
KRT14_LOF	SMIM12	TMEM35B	0.289	0.130	0.159	0.000
LAMA5_LOF	SPHK1	VCPKMT	0.315	0.214	0.101	0.000
LONP2_LOF	AREL1	CLEC1A	0.292	0.146	0.145	0.000
LONP2_LOF	CLEC1A	TMTC2	0.257	0.112	0.145	0.002
LONP2_LOF	COLEC11	PPP1R35	0.256	0.150	0.105	0.000
LONP2_LOF	SAMD5	TMEM178B	0.274	0.174	0.100	0.000
LOXL2_LOF	HOXB7	LCK	0.262	0.155	0.108	0.002
LRP2_LOF	ABCA5	EFNA2	0.352	0.210	0.142	0.002
LRP2_LOF	ABCA5	MBOAT2	0.329	0.205	0.124	0.000
LRP2_LOF	ABCA5	PTPRT	0.257	0.132	0.125	0.001
LRP2_LOF	ABCA5	SERPINB7	0.257	0.103	0.154	0.002
LRP2_LOF	ABCA5	TMEM210	0.267	0.103	0.164	0.000
LRP2_LOF	ABCA5	ZNF227	0.260	0.152	0.108	0.002
LRP2_LOF	ABCA5	ZNF439	0.306	0.203	0.104	0.001
LRP2_LOF	ABHD13	SERPINB7	0.268	0.166	0.102	0.000
LRP2_LOF	ABLIM1	IL18	0.356	0.256	0.100	0.001
LRP2_LOF	ADGRF3	TMEM210	0.256	0.115	0.141	0.000
LRP2_LOF	AMPD2	DECR1	0.280	0.120	0.160	0.001
LRP2_LOF	AMPD2	EFNA2	0.298	0.133	0.165	0.001
LRP2_LOF	AMPD2	FGF22	0.252	0.059	0.194	0.000
LRP2_LOF	AMPD2	KLHL35	0.257	0.133	0.123	0.001
LRP2_LOF	AMPD2	PRSS8	0.259	0.121	0.138	0.001
LRP2_LOF	AP4S1	CCDC91	0.304	0.204	0.100	0.000
LRP2_LOF	AP4S1	MACC1	0.319	0.199	0.120	0.000
LRP2_LOF	AP4S1	SLN	0.310	0.209	0.101	0.000
LRP2_LOF	BBS12	CYP21A2	0.249	0.111	0.138	0.002
LRP2_LOF	BHLHE23	FGF22	0.262	0.135	0.127	0.000
LRP2_LOF	BHLHE23	LMBRD1	0.266	0.132	0.134	0.001
LRP2_LOF	BTBD10	MACC1	0.284	0.175	0.109	0.000
LRP2_LOF	C10orf67	OTP	0.267	0.164	0.103	0.001
LRP2_LOF	CACNA2D3	DECR1	0.274	0.167	0.107	0.001
LRP2_LOF	CACNA2D3	FGF22	0.263	0.143	0.120	0.000
LRP2_LOF	CCDC91	MACC1	0.277	0.172	0.106	0.000
LRP2_LOF	CDC20B	ZNF227	0.254	0.145	0.109	0.001
LRP2_LOF	CEP76	MBOAT2	0.257	0.151	0.106	0.001
LRP2_LOF	CEP76	TMEM210	0.248	0.127	0.121	0.001
LRP2_LOF	CYP21A2	FGF22	0.271	0.121	0.150	0.000
LRP2_LOF	CYP21A2	TCTN2	0.297	0.164	0.133	0.000
LRP2_LOF	DECR1	DUSP3	0.285	0.182	0.102	0.000
LRP2_LOF	DECR1	EFNA2	0.316	0.153	0.163	0.001
LRP2_LOF	DECR1	FGF22	0.260	0.033	0.227	0.000
LRP2_LOF	DECR1	LRRC4	0.255	0.098	0.157	0.001
LRP2_LOF	DECR1	MVP	0.257	0.127	0.130	0.001
LRP2_LOF	DECR1	NHLRC3	0.248	0.109	0.138	0.000
LRP2_LOF	DECR1	TMEM154	0.289	0.174	0.115	0.002
LRP2_LOF	DECR1	TMSB15B	0.271	0.159	0.112	0.002
LRP2_LOF	DENND5B	LMTK3	0.248	0.100	0.148	0.000
LRP2_LOF	EFNA2	FGF22	0.335	0.152	0.183	0.001
LRP2_LOF	EFNA2	KCNJ16	0.281	0.123	0.159	0.000
LRP2_LOF	EFNA2	KLHL35	0.290	0.159	0.131	0.000
LRP2_LOF	EFNA2	LMBRD1	0.284	0.175	0.108	0.002
LRP2_LOF	EFNA2	LMTK3	0.265	0.084	0.180	0.000
LRP2_LOF	EFNA2	LRRTM1	0.286	0.167	0.119	0.002
LRP2_LOF	EFNA2	MBOAT2	0.357	0.243	0.115	0.001
LRP2_LOF	EFNA2	NHLRC3	0.293	0.165	0.128	0.001
LRP2_LOF	EFNA2	P2RX2	0.308	0.182	0.126	0.001
LRP2_LOF	EFNA2	PRSS8	0.273	0.136	0.138	0.002
LRP2_LOF	EFNA2	STXBP5L	0.280	0.159	0.121	0.002
LRP2_LOF	EFNA2	TMEM210	0.315	0.166	0.149	0.000
LRP2_LOF	EFNA2	ZNF439	0.332	0.230	0.103	0.000
LRP2_LOF	EML4	LMTK3	0.272	0.169	0.103	0.001
LRP2_LOF	EML4	MACC1	0.252	0.145	0.108	0.000
LRP2_LOF	EML4	SERPINB7	0.282	0.155	0.127	0.000
LRP2_LOF	ERO1A	KCNJ16	0.248	0.146	0.101	0.001
LRP2_LOF	FGF22	GOLM2	0.272	0.130	0.142	0.001
LRP2_LOF	FGF22	HES1	0.260	0.149	0.111	0.000
LRP2_LOF	FGF22	LMTK2	0.294	0.153	0.140	0.002
LRP2_LOF	FGF22	LRRC4	0.249	0.081	0.168	0.002
LRP2_LOF	FGF22	MTERF2	0.329	0.203	0.126	0.000
LRP2_LOF	FGF22	NHLRC3	0.313	0.162	0.151	0.000
LRP2_LOF	FGF22	NUDT16L1	0.296	0.194	0.101	0.001
LRP2_LOF	FGF22	PTPRT	0.321	0.185	0.136	0.001
LRP2_LOF	FGF22	RPRML	0.263	0.116	0.147	0.001
LRP2_LOF	FGF22	SIRT7	0.276	0.163	0.113	0.001
LRP2_LOF	FGF22	SYDE2	0.279	0.166	0.113	0.001
LRP2_LOF	FGF22	TCTN2	0.273	0.107	0.166	0.000
LRP2_LOF	FGF22	TULP1	0.264	0.157	0.107	0.001
LRP2_LOF	FGF22	ZNF439	0.257	0.135	0.121	0.000
LRP2_LOF	GAL	HMX1	0.250	0.124	0.126	0.002
LRP2_LOF	GAL	PDGFB	0.263	0.129	0.133	0.001
LRP2_LOF	GAL	ZNF667	0.257	0.153	0.104	0.001
LRP2_LOF	HELB	TMEM210	0.285	0.144	0.141	0.001
LRP2_LOF	HMX1	ZNF114	0.254	0.151	0.103	0.001
LRP2_LOF	HMX1	ZNF667	0.257	0.141	0.116	0.000
LRP2_LOF	IL18	MACC1	0.369	0.261	0.108	0.000
LRP2_LOF	IL31	SERPINB7	0.279	0.139	0.140	0.000
LRP2_LOF	ITGA9	SERPINB7	0.265	0.150	0.115	0.000
LRP2_LOF	LMBRD1	TCTN2	0.266	0.155	0.112	0.000
LRP2_LOF	LMBRD1	ZNF106	0.271	0.147	0.124	0.000
LRP2_LOF	LMTK3	OTOR	0.284	0.172	0.112	0.000
LRP2_LOF	LMTK3	SERPINB7	0.253	0.039	0.214	0.000
LRP2_LOF	LRRC4	ZNF439	0.261	0.158	0.103	0.002
LRP2_LOF	MACC1	THAP2	0.376	0.265	0.111	0.000
LRP2_LOF	MBOAT2	TMEM210	0.305	0.185	0.121	0.000
LRP2_LOF	NHLRC3	PTPRT	0.294	0.191	0.102	0.000
LRP2_LOF	NHLRC3	TCTN2	0.323	0.220	0.103	0.002
LRP2_LOF	OTOR	SERPINB7	0.287	0.162	0.125	0.000
LRP2_LOF	PRSS8	TCTN2	0.313	0.190	0.123	0.000
LRP2_LOF	SERPINB7	TMEM210	0.267	0.109	0.158	0.000
LRP2_LOF	SLN	THAP2	0.349	0.243	0.106	0.000
MACF1_LOF	GAB2	STAT5B	0.361	0.245	0.116	0.000
MAP1B_LOF	ADTRP	UBE2U	0.273	0.131	0.142	0.001
MAP1B_LOF	SLC38A5	ZBTB38	0.256	0.154	0.103	0.000
MAP3K2_LOF	BTN3A3	DDC	0.352	0.252	0.100	0.000
MAP3K2_LOF	DCST2	RPRML	0.272	0.159	0.113	0.002
MAP3K2_LOF	DDC	USP25	0.258	0.159	0.100	0.002
MAP3K2_LOF	NPY5R	SLC25A47	0.267	0.146	0.121	0.001
MAP3K2_LOF	SLC28A1	ZNF17	0.271	0.168	0.102	0.000
MAP3K2_LOF	TRMO	ZDHHC3	0.286	0.183	0.104	0.002
MS4A1_LOF	BCL6	CYB561A3	0.286	0.074	0.211	0.000
MS4A1_LOF	BCL6	EBF1	0.270	0.102	0.168	0.000
MS4A1_LOF	BCL6	MEF2B	0.369	0.241	0.129	0.000
MS4A1_LOF	BCL6	PAX5	0.248	0.070	0.178	0.000
MS4A1_LOF	BCL6	SH3GL1	0.265	0.160	0.105	0.000
MS4A1_LOF	CD19	CD79A	0.303	0.187	0.116	0.000
MS4A1_LOF	CD19	CYB561A3	0.285	0.172	0.113	0.000
MS4A1_LOF	CD79A	EBF1	0.268	0.117	0.150	0.000
MS4A1_LOF	CD79A	PAX5	0.323	0.170	0.153	0.000
MS4A1_LOF	CD79A	SYK	0.299	0.199	0.100	0.000
MS4A1_LOF	CYB561A3	EBF1	0.382	0.214	0.168	0.000
MS4A1_LOF	CYB561A3	MEF2B	0.380	0.193	0.188	0.000
MS4A1_LOF	CYB561A3	PAX5	0.387	0.172	0.215	0.000
MS4A1_LOF	CYB561A3	POU2AF1	0.296	0.176	0.119	0.000
MS4A1_LOF	CYB561A3	SH3GL1	0.307	0.150	0.157	0.000
MS4A1_LOF	CYB561A3	TMEM138	0.290	0.400	-0.110	0.000
MS4A1_LOF	DOCK2	EBF1	0.450	0.350	0.100	0.000
MS4A1_LOF	EBF1	MEF2B	0.387	0.254	0.133	0.000
MS4A1_LOF	EBF1	POU2AF1	0.391	0.275	0.115	0.000
MS4A1_LOF	MEF2B	PAX5	0.358	0.217	0.141	0.000
MS4A1_LOF	PAX5	POU2AF1	0.320	0.212	0.108	0.000
MYH14_LOF	ABCB6	CA8	0.249	0.099	0.150	0.002
MYH14_LOF	ABCB6	TOR1AIP2	0.276	0.174	0.102	0.002
MYH14_LOF	ALOX5AP	OR8B3	0.258	0.114	0.145	0.001
MYH14_LOF	ALOX5AP	STAG3	0.260	0.140	0.120	0.001
MYH14_LOF	AZU1	PIK3R3	0.264	0.160	0.104	0.000
MYH14_LOF	BACE2	TNFSF11	0.282	0.180	0.102	0.000
MYH14_LOF	C17orf97	MAMDC4	0.260	0.151	0.109	0.001
MYH14_LOF	CAPN2	PKN3	0.250	0.083	0.167	0.002
MYH14_LOF	CCDC14	HSD17B14	0.249	0.126	0.123	0.000
MYH14_LOF	CCDC14	PIK3R3	0.266	0.129	0.137	0.002
MYH14_LOF	CCDC14	TNFSF11	0.279	0.139	0.141	0.001
MYH14_LOF	CCDC150	TNFSF11	0.265	0.127	0.138	0.002
MYH14_LOF	CCDC3	MUC17	0.252	0.129	0.123	0.000
MYH14_LOF	CEP104	MEGF6	0.280	0.180	0.100	0.002
MYH14_LOF	CLPSL1	MUC17	0.255	0.154	0.100	0.001
MYH14_LOF	FUT5	ITPRID1	0.255	0.111	0.144	0.002
MYH14_LOF	FUT5	SCGB3A1	0.268	0.153	0.115	0.001
MYH14_LOF	FUT5	ZNF845	0.277	0.167	0.110	0.000
MYH14_LOF	GPR35	GSDMB	0.248	0.146	0.102	0.000
MYH14_LOF	GPR35	MCF2L2	0.251	0.101	0.149	0.002
MYH14_LOF	HBG1	OR8B3	0.294	0.397	-0.102	0.001
MYH14_LOF	IGF2R	UCP3	0.252	0.147	0.105	0.002
MYH14_LOF	KRBOX4	OR8B3	0.273	0.380	-0.107	0.002
MYH14_LOF	LCE1E	OR8B3	0.249	0.360	-0.111	0.000
MYH14_LOF	MAGEB6	MUC17	0.262	0.159	0.104	0.000
MYH14_LOF	MEGF6	PIK3R3	0.274	0.124	0.150	0.000
MYH14_LOF	MEST	PIK3R3	0.271	0.158	0.112	0.002
MYH14_LOF	MTF2	S100A6	0.263	0.163	0.100	0.002
MYH14_LOF	MUC17	OSGIN2	0.257	0.148	0.109	0.002
MYH14_LOF	MUC17	SIGLEC6	0.340	0.240	0.101	0.000
MYH14_LOF	MUC17	TMEM132A	0.252	0.118	0.134	0.002
MYH14_LOF	MUC17	ZNF845	0.267	0.160	0.108	0.002
MYH14_LOF	NUDT21	OR8B3	0.184	0.295	-0.111	0.000
MYH14_LOF	OR8B3	RBM4B	0.276	0.387	-0.111	0.002
MYH14_LOF	PIK3R3	PNPLA7	0.280	0.165	0.115	0.000
MYH14_LOF	PIK3R3	RGCC	0.248	0.098	0.150	0.002
MYH14_LOF	PIK3R3	STAG3	0.258	0.103	0.154	0.000
MYH14_LOF	PIK3R3	TNFSF11	0.287	0.124	0.163	0.000
MYH14_LOF	PIP5K1B	TAAR1	0.276	0.136	0.139	0.000
MYH14_LOF	STAG3	TNFSF11	0.249	0.090	0.159	0.002
