Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
blood	CITED2	WSB1	0.297	0.158	0.139	0.000
blood	CMIP	MYB	0.339	0.209	0.130	0.000
blood	COA5	DENND4A	0.250	0.148	0.102	0.000
blood	COA5	GCLC	0.281	0.181	0.100	0.000
blood	COA5	MYB	0.350	0.193	0.157	0.000
blood	COA5	PPCS	0.324	0.221	0.103	0.000
blood	COA7	GSS	0.268	0.162	0.106	0.000
blood	COQ4	GCLC	0.277	0.165	0.111	0.000
blood	COQ4	GSS	0.318	0.205	0.113	0.000
blood	COQ4	MED13L	0.268	0.168	0.100	0.000
blood	COQ4	MYB	0.280	0.102	0.178	0.000
blood	CSF2RA	CSF2RB	0.362	0.018	0.344	0.000
blood	CSF2RA	JAK2	0.280	-0.100	0.380	0.000
blood	CSF2RA	RUNX1	0.277	0.059	0.218	0.000
blood	CSF2RB	JAK2	0.376	-0.006	0.382	0.000
blood	CTPS1	GCLC	0.380	0.247	0.133	0.000
blood	CTPS1	GSS	0.276	0.146	0.130	0.000
blood	CTPS1	MYB	0.267	0.046	0.220	0.000
blood	CTPS1	NMNAT1	0.290	0.190	0.100	0.000
blood	CTPS1	TMEM189	0.253	0.134	0.119	0.000
blood	CYB561A3	IRF8	0.213	0.314	-0.100	0.000
blood	CYB5B	TMEM189	0.273	0.160	0.113	0.000
blood	DARS2	GCLC	0.307	0.175	0.133	0.000
blood	DARS2	GSS	0.289	0.167	0.121	0.000
blood	DENND4A	GCLC	0.266	0.162	0.104	0.000
blood	DENND4A	IRF8	0.288	0.143	0.145	0.000
blood	DENND4A	MYB	0.311	0.168	0.142	0.000
blood	DENND4A	TMEM189	0.253	0.134	0.119	0.000
blood	DENND4A	UROS	0.255	0.153	0.102	0.000
blood	DHODH	EBF1	0.293	0.189	0.104	0.000
blood	DHODH	FAR1	0.256	0.156	0.100	0.000
blood	DHODH	GCLC	0.509	0.399	0.110	0.000
blood	DHODH	IKZF1	0.302	0.172	0.131	0.000
blood	DHODH	KCTD5	0.251	0.149	0.103	0.000
blood	DHODH	MED24	0.267	0.164	0.103	0.000
blood	DHODH	MEF2C	0.268	0.142	0.125	0.000
blood	DHODH	MYB	0.375	0.175	0.200	0.000
blood	DHODH	PAX5	0.304	0.184	0.120	0.000
blood	DHODH	RUNX1	0.260	0.007	0.253	0.000
blood	DHODH	SLC25A19	0.289	0.155	0.134	0.000
blood	DLD	GCLC	0.332	0.209	0.123	0.000
blood	DLD	GSS	0.297	0.193	0.105	0.000
blood	DLST	MED13L	0.251	0.140	0.111	0.000
blood	DOCK2	NAMPT	0.255	0.141	0.114	0.000
blood	DOCK2	RBPJ	0.248	0.145	0.103	0.001
blood	DOCK2	TPK1	0.300	0.135	0.164	0.000
blood	DPM2	MEF2C	0.178	0.292	-0.114	0.000
blood	EBF1	IRF8	0.200	0.379	-0.179	0.000
blood	EBF1	MEF2B	0.387	0.510	-0.123	0.000
blood	EBF1	MEF2C	0.286	0.172	0.114	0.000
blood	EBF1	PAX5	0.635	0.524	0.111	0.000
blood	EBF1	SYK	0.397	0.265	0.131	0.000
blood	EBF1	TPK1	0.373	0.216	0.157	0.000
blood	EBF1	UMPS	0.263	0.157	0.105	0.000
blood	EP300	MYB	0.354	0.207	0.147	0.000
blood	EVI5	GFI1	0.123	0.254	-0.131	0.000
blood	FAM102B	MYB	0.259	0.129	0.130	0.000
blood	FAM227B	PDK3	0.305	0.206	0.100	0.000
blood	FECH	GCLC	0.331	0.175	0.156	0.000
blood	FECH	MYB	0.267	0.028	0.240	0.000
blood	FECH	PPCDC	0.369	0.269	0.100	0.000
blood	FECH	TMEM189	0.308	0.184	0.123	0.000
blood	FGG	MYB	0.140	0.257	-0.117	0.000
blood	FLI1	ZEB2	0.259	0.155	0.103	0.000
blood	FLT3	MYB	0.269	0.011	0.258	0.000
blood	GAB2	LMO2	0.284	0.109	0.175	0.000
blood	GAB2	SOS1	0.367	0.130	0.237	0.000
blood	GAB2	STAT5B	0.361	-0.041	0.402	0.000
blood	GALNT9	MPL	0.149	0.251	-0.102	0.000
blood	GATA1	LDB1	0.272	0.039	0.233	0.000
blood	GATA1	LMO2	0.382	0.071	0.312	0.000
blood	GATA1	ZFPM1	0.272	-0.057	0.329	0.000
blood	GBX2	LYL1	0.211	0.312	-0.102	0.000
blood	GCLC	GCSH	0.276	0.148	0.129	0.000
blood	GCLC	GFI1	0.252	0.115	0.137	0.000
blood	GCLC	GSS	0.549	0.442	0.107	0.000
blood	GCLC	IKZF1	0.445	0.318	0.127	0.000
blood	GCLC	LIPT1	0.429	0.288	0.141	0.000
blood	GCLC	LIPT2	0.282	0.162	0.120	0.000
blood	GCLC	MED13L	0.253	0.082	0.170	0.000
blood	GCLC	MED24	0.280	0.169	0.111	0.000
blood	GCLC	MEF2C	0.293	0.160	0.133	0.000
blood	GCLC	MLLT1	0.267	0.103	0.164	0.000
blood	GCLC	MMGT1	0.272	0.172	0.100	0.000
blood	GCLC	MYB	0.370	0.073	0.298	0.000
blood	GCLC	PAX5	0.307	0.199	0.107	0.000
blood	GCLC	RUNX1	0.318	0.132	0.186	0.000
blood	GCLC	SDHB	0.483	0.371	0.111	0.000
blood	GCLC	SEPHS2	0.295	0.192	0.103	0.000
blood	GCLC	SLC25A19	0.280	0.099	0.181	0.000
blood	GCLC	TMEM189	0.341	0.206	0.135	0.000
blood	GCLC	UMPS	0.471	0.371	0.100	0.000
blood	GCLC	UQCRB	0.286	0.170	0.116	0.000
blood	GCLC	UROS	0.346	0.225	0.121	0.000
blood	GCLC	WSB1	0.252	0.060	0.192	0.000
blood	GCLC	ZNF592	0.260	0.132	0.129	0.000
blood	GCLM	GSS	0.413	0.313	0.100	0.000
blood	GCLM	MYB	0.288	0.124	0.163	0.000
blood	GCLM	TMEM189	0.256	0.141	0.115	0.000
blood	GCSH	GSS	0.272	0.170	0.102	0.000
blood	GCSH	MYB	0.254	0.104	0.149	0.000
blood	GFI1	MED13L	0.267	0.070	0.197	0.000
blood	GFI1	MICU1	0.303	0.082	0.221	0.000
blood	GFI1	MYB	0.355	0.033	0.322	0.000
blood	GFI1	SPI1	0.263	0.101	0.162	0.000
blood	GFI1	WSB1	0.256	-0.011	0.267	0.000
blood	GFI1B	MPL	0.351	0.145	0.205	0.000
blood	GFI1B	ZFPM1	0.314	0.172	0.142	0.000
blood	GSE1	LDB1	0.254	0.118	0.136	0.000
blood	GSE1	LMO2	0.252	-0.026	0.278	0.000
blood	GSE1	MYB	0.248	-0.005	0.252	0.000
blood	GSE1	RUNX1	0.275	0.062	0.213	0.000
blood	GSS	IKZF1	0.334	0.189	0.145	0.000
blood	GSS	LDLRAP1	0.262	0.162	0.101	0.000
blood	GSS	LIPT1	0.355	0.226	0.129	0.000
blood	GSS	MBNL1	0.352	0.245	0.107	0.000
blood	GSS	MDH2	0.265	0.158	0.107	0.000
blood	GSS	MED13L	0.292	0.153	0.139	0.000
blood	GSS	MYB	0.313	0.085	0.227	0.000
blood	GSS	PET117	0.315	0.202	0.112	0.000
blood	GSS	PPCDC	0.497	0.390	0.107	0.000
blood	GSS	PPCS	0.343	0.222	0.120	0.000
blood	GSS	SDHB	0.366	0.257	0.109	0.000
blood	GSS	SLC25A19	0.258	0.147	0.111	0.000
blood	GSS	TMEM189	0.354	0.205	0.149	0.000
blood	GSS	UMPS	0.372	0.271	0.101	0.000
blood	GSS	UQCRB	0.317	0.216	0.101	0.000
blood	GSS	UROS	0.321	0.200	0.122	0.000
blood	GYPA	RLN2	0.269	0.160	0.109	0.000
blood	H4C7	PDK3	0.320	0.217	0.103	0.001
blood	H4C7	PIP4P1	0.270	0.148	0.122	0.000
blood	H4C7	SLC27A2	0.309	0.191	0.118	0.000
blood	HACD2	SOX12	0.256	0.141	0.115	0.000
blood	HDAC7	ZFPM1	0.298	0.145	0.153	0.000
blood	HERPUD1	MEF2C	0.321	0.424	-0.103	0.000
blood	HOXB8	RUNX2	0.250	0.146	0.104	0.000
blood	HOXB8	WDR76	0.280	0.171	0.109	0.000
blood	HOXC10	MYB	0.157	0.269	-0.112	0.000
blood	IDH1	STAT5B	0.096	0.249	-0.153	0.000
blood	IKZF1	LIPT1	0.329	0.215	0.114	0.000
blood	IKZF1	MED13L	0.252	0.128	0.124	0.000
blood	IKZF1	MYB	0.358	0.224	0.134	0.000
blood	IKZF1	PPCDC	0.377	0.256	0.121	0.000
blood	IKZF1	SDHB	0.293	0.178	0.115	0.000
blood	IKZF1	TMEM189	0.327	0.170	0.157	0.000
blood	IKZF1	UMPS	0.340	0.237	0.102	0.000
blood	IKZF1	UROS	0.263	0.140	0.123	0.000
blood	IL15RA	SH3BGRL	0.277	0.136	0.142	0.000
blood	IL36RN	MYB	0.267	0.119	0.148	0.000
blood	INPP5F	RLN2	0.248	0.144	0.104	0.000
blood	IRF2BP2	MYB	0.265	0.088	0.177	0.000
blood	IRF8	MDH2	0.267	0.049	0.218	0.000
blood	IRF8	MEF2B	0.238	0.390	-0.152	0.000
blood	IRF8	MEF2D	0.393	-0.006	0.400	0.000
blood	IRF8	MICU1	0.262	0.043	0.218	0.000
blood	IRF8	MYB	0.278	0.039	0.240	0.000
blood	IRF8	PAX5	0.146	0.271	-0.125	0.000
blood	IRF8	SIK3	0.322	0.090	0.232	0.000
blood	IRF8	SPI1	0.389	0.118	0.271	0.000
blood	IRF8	STAT5B	0.262	0.059	0.202	0.000
blood	ISL1	LDB1	0.282	0.393	-0.111	0.000
blood	JAK2	LMO2	0.319	0.098	0.221	0.000
blood	KBTBD2	MYB	0.151	0.270	-0.118	0.000
blood	LDB1	LMO2	0.419	-0.008	0.427	0.000
blood	LDB1	MYB	0.320	-0.014	0.334	0.000
blood	LDB1	RUNX1	0.313	0.011	0.302	0.000
blood	LDB1	SDHB	0.259	0.146	0.113	0.000
blood	LDB1	ZFPM1	0.329	0.154	0.175	0.000
blood	LDLRAP1	MYB	0.298	0.179	0.119	0.000
blood	LIPT1	MED13L	0.256	0.150	0.106	0.000
blood	LMNTD2	STOX1	0.266	0.165	0.101	0.000
blood	LMO2	LYL1	0.268	-0.029	0.298	0.000
blood	LMO2	MYB	0.362	-0.041	0.403	0.000
blood	LMO2	RUNX1	0.342	0.010	0.332	0.000
blood	LMO2	SOS1	0.350	0.039	0.311	0.000
blood	LMO2	STAT5B	0.347	-0.059	0.406	0.000
blood	LMO2	ZFPM1	0.287	-0.051	0.338	0.000
blood	LRP1B	PDK3	0.268	0.168	0.100	0.000
blood	LYL1	MYB	0.332	0.095	0.237	0.000
blood	LYL1	SPI1	0.262	0.036	0.226	0.000
blood	LYL1	TMEM189	0.287	0.133	0.154	0.000
blood	MBNL1	MICU1	0.260	0.158	0.103	0.000
blood	MBNL1	MYB	0.323	0.143	0.181	0.000
blood	MBNL1	NAMPT	0.316	0.216	0.100	0.000
blood	MBNL1	UMPS	0.271	0.170	0.101	0.000
blood	MED13L	MICOS10	0.265	0.164	0.101	0.000
blood	MED13L	MYB	0.339	0.060	0.279	0.000
blood	MED13L	PPCDC	0.284	0.160	0.123	0.000
blood	MED13L	SIK3	0.288	0.144	0.144	0.000
blood	MED13L	TMEM189	0.267	0.115	0.152	0.000
blood	MED13L	WSB1	0.275	0.117	0.158	0.000
blood	MED13L	ZEB2	0.303	0.143	0.160	0.000
blood	MED24	MYB	0.307	0.082	0.226	0.000
blood	MED24	NAMPT	0.284	0.177	0.107	0.000
blood	MED24	UMPS	0.276	0.166	0.110	0.000
blood	MEF2B	SPI1	0.196	0.346	-0.150	0.000
blood	MEF2C	MYB	0.282	0.051	0.231	0.000
blood	MEF2C	NFKB1	0.302	0.403	-0.101	0.000
blood	MEF2C	PAX5	0.272	0.122	0.150	0.000
blood	MEF2C	PIM2	0.369	0.490	-0.121	0.000
blood	MEF2C	POU2AF1	0.433	0.540	-0.107	0.000
blood	MEF2C	TMEM189	0.260	0.153	0.107	0.000
blood	MEF2D	SPI1	0.277	-0.051	0.329	0.000
blood	MICOS10	TMEM189	0.294	0.177	0.117	0.000
blood	MICU1	MYB	0.343	0.025	0.318	0.000
blood	MICU1	SPI1	0.297	-0.012	0.309	0.000
blood	MMGT1	TMEM189	0.299	0.193	0.106	0.000
blood	MMGT1	UMPS	0.261	0.148	0.113	0.000
blood	MPL	TMEM125	0.141	0.276	-0.134	0.000
blood	MT1X	SH3BGRL	0.259	0.151	0.108	0.000
blood	MTURN	MYB	0.113	0.252	-0.139	0.000
blood	MYB	NAMPT	0.353	0.080	0.272	0.000
blood	MYB	NMNAT1	0.256	0.145	0.111	0.000
blood	MYB	PPCDC	0.272	0.041	0.231	0.000
blood	MYB	PPCS	0.327	0.168	0.160	0.000
blood	MYB	PREX1	0.285	0.152	0.133	0.000
blood	MYB	PRKAA1	0.276	0.094	0.182	0.000
blood	MYB	RABGEF1	0.261	0.126	0.135	0.000
blood	MYB	RBM38	0.085	0.265	-0.180	0.000
blood	MYB	RPS6KA1	0.288	0.142	0.147	0.000
blood	MYB	RPS6KA3	0.128	0.250	-0.122	0.000
blood	MYB	RUNX1	0.440	0.106	0.335	0.000
blood	MYB	SAP30BP	0.181	0.289	-0.109	0.000
blood	MYB	SDHB	0.251	0.021	0.229	0.000
blood	MYB	SIK3	0.281	0.080	0.201	0.000
blood	MYB	SLC20A1	0.335	0.223	0.113	0.000
blood	MYB	SLC46A3	0.248	0.348	-0.100	0.000
blood	MYB	SLC5A3	0.323	0.186	0.137	0.000
blood	MYB	SP1	0.259	0.131	0.128	0.000
blood	MYB	SPI1	0.354	-0.026	0.380	0.000
blood	MYB	STAT5B	0.341	0.080	0.261	0.000
blood	MYB	STK17B	0.376	0.273	0.103	0.000
blood	MYB	TFRC	0.271	0.086	0.185	0.000
blood	MYB	TIGD4	0.153	0.267	-0.114	0.000
blood	MYB	TMEM164	0.284	0.164	0.121	0.000
blood	MYB	TMEM189	0.430	0.231	0.199	0.000
blood	MYB	UMPS	0.333	0.119	0.214	0.000
blood	MYB	UQCRC1	0.256	0.118	0.138	0.000
blood	MYB	UROS	0.250	0.071	0.179	0.000
blood	MYB	WSB1	0.344	0.081	0.264	0.000
blood	MYB	ZEB2	0.300	-0.007	0.307	0.000
blood	MYB	ZMYND8	0.327	0.172	0.155	0.000
blood	NAMPT	RUNX1	0.287	0.068	0.219	0.000
blood	NAMPT	TMEM189	0.335	0.215	0.119	0.000
blood	NAMPT	WSB1	0.248	0.101	0.147	0.000
blood	PAX5	SYK	0.398	0.291	0.107	0.000
blood	PAX5	TPK1	0.292	0.162	0.130	0.000
blood	PDK3	PHKB	0.258	0.150	0.109	0.000
blood	PDK3	SETD7	0.299	0.187	0.112	0.000
blood	PDK3	SLC27A2	0.366	0.261	0.105	0.001
blood	PDK3	SPTSSB	0.281	0.179	0.102	0.000
blood	PHKB	TAS2R43	0.272	0.165	0.107	0.000
blood	PPCDC	SIK3	0.273	0.162	0.110	0.000
blood	PPCDC	TBCK	0.270	0.157	0.113	0.000
blood	PPCDC	TMEM189	0.366	0.245	0.121	0.000
blood	PPCDC	WSB1	0.271	0.115	0.156	0.000
blood	PRKAA1	SLC27A2	0.277	0.140	0.137	0.000
blood	PSAT1	STAT5B	0.166	0.278	-0.112	0.000
blood	RFK	UROS	0.280	0.173	0.108	0.000
blood	RLN2	STK17B	0.311	0.180	0.131	0.000
blood	RUNX1	SLC19A1	0.262	0.073	0.188	0.000
blood	RUNX1	ZFPM1	0.253	0.071	0.183	0.000
blood	RUNX1	ZMYND8	0.283	0.174	0.109	0.000
blood	RUNX1	ZNF592	0.298	0.147	0.151	0.000
blood	RUNX2	STK17B	0.312	0.209	0.103	0.000
blood	SDHB	TMEM189	0.293	0.173	0.120	0.000
blood	SEC14L1	TBCK	0.305	0.205	0.100	0.000
blood	SLC25A19	TPK1	0.427	0.315	0.111	0.000
blood	SLC25A19	UMPS	0.266	0.166	0.100	0.000
blood	SLC5A3	STK17B	0.263	0.160	0.103	0.000
blood	SOS1	STAT5B	0.342	-0.004	0.347	0.000
blood	SOS1	ZFPM1	0.286	0.054	0.232	0.000
blood	SOX10	ZEB2	0.266	0.376	-0.110	0.000
blood	SPI1	ZEB2	0.260	0.013	0.247	0.000
blood	STAT5B	TMEM189	0.259	0.049	0.210	0.000
blood	STAT5B	ZFPM1	0.313	0.131	0.183	0.000
blood	STOX1	ZNF746	0.250	0.146	0.104	0.000
blood	TBCK	TMEM189	0.334	0.210	0.125	0.000
blood	TFRC	TMEM189	0.275	0.174	0.101	0.000
blood	TMEM164	TMEM189	0.431	0.318	0.113	0.000
blood	TMEM189	UROS	0.258	0.116	0.142	0.000
blood	TMEM189	WSB1	0.255	0.076	0.180	0.000
blood	UMPS	ZNF592	0.270	0.156	0.114	0.000
blood	ZEB2	ZMYND8	0.266	0.142	0.124	0.000
bone	CAD	FLI1	0.200	0.308	-0.108	0.000
bone	DNM3	IGF2BP2	0.297	0.193	0.104	0.000
bone	DNM3	MTFP1	0.298	0.196	0.102	0.000
bone	DNM3	OVCA2	0.256	0.154	0.103	0.000
bone	ETV6	FLI1	0.313	0.042	0.271	0.000
bone	ETV6	TRIM8	0.321	0.019	0.302	0.000
bone	FLI1	LIPT1	0.190	0.295	-0.105	0.000
bone	FLI1	MED24	0.165	0.270	-0.105	0.000
bone	FLI1	RFK	0.163	0.279	-0.116	0.000
bone	FLI1	TRIM8	0.333	-0.000	0.334	0.000
bone	IGF2BP1	IRS2	0.353	0.247	0.106	0.000
bone	IGF2BP1	PREX1	0.264	0.142	0.122	0.000
bone	IGF2BP1	TRIM8	0.280	-0.032	0.312	0.000
bone	RNF216	TRIM8	0.304	0.083	0.221	0.000
bone	STAG1	TRIM8	0.281	0.087	0.194	0.000
breast	ABCE1	ESR1	0.153	0.266	-0.113	0.000
breast	ESR1	FOXA1	0.394	0.029	0.365	0.000
breast	ESR1	GATA3	0.322	0.136	0.186	0.000
breast	ESR1	GFRA3	0.158	0.259	-0.101	0.000
breast	ESR1	IFNA2	0.150	0.251	-0.102	0.000
breast	ESR1	PRSS50	0.173	0.278	-0.105	0.000
breast	ESR1	SPDEF	0.402	0.098	0.304	0.000
breast	ESR1	UCN2	0.136	0.249	-0.113	0.000
breast	FGFR2	IL1R2	0.307	0.120	0.187	0.000
breast	FOXA1	GATA3	0.262	0.036	0.226	0.000
breast	FOXA1	SPDEF	0.412	0.023	0.389	0.000
breast	FOXA1	TFAP2C	0.295	0.067	0.228	0.000
breast	FOXA1	UXS1	0.264	0.159	0.105	0.000
breast	GATA3	SPDEF	0.271	0.053	0.217	0.000
breast	SPDEF	TFAP2A	0.263	0.130	0.133	0.000
breast	SPDEF	TRPS1	0.254	0.009	0.245	0.000
breast	SPDEF	ZNF652	0.286	0.075	0.211	0.000
central_nervous_system	AP5B1	DCST2	0.253	0.122	0.132	0.001
central_nervous_system	CPD	MET	0.248	0.084	0.164	0.000
central_nervous_system	GAB1	MET	0.299	0.195	0.104	0.000
central_nervous_system	JUN	NFIX	0.248	0.143	0.105	0.000
central_nervous_system	TCEAL4	TMCO6	0.250	0.133	0.117	0.000
cervix	UBE3A	ZER1	0.321	0.138	0.183	0.000
clear_cell	BHLHE40	PAX8	0.257	0.152	0.105	0.000
colorectal	ABCB6	CA8	0.249	0.076	0.173	0.000
colorectal	ABCB6	CCDC14	0.253	0.096	0.158	0.000
colorectal	ABCB6	FSCN1	0.271	0.115	0.155	0.000
colorectal	ABCB6	HSPA6	0.271	0.140	0.130	0.000
colorectal	ABCB6	PDIA4	0.261	0.137	0.125	0.001
colorectal	ABCB6	TOR1AIP2	0.276	0.142	0.134	0.000
colorectal	ACOX3	PORCN	0.249	0.114	0.134	0.000
colorectal	ALKBH1	SATB2	0.148	0.262	-0.114	0.000
colorectal	ANKRD10	RBM38	0.274	0.172	0.102	0.001
colorectal	ANKRD10	SMIM29	0.253	0.152	0.101	0.001
colorectal	AZU1	MUC17	0.266	0.154	0.112	0.000
colorectal	BANK1	MUC17	0.270	0.169	0.101	0.000
colorectal	C16orf91	CA7	0.251	0.146	0.105	0.000
colorectal	C16orf91	GPR35	0.281	0.170	0.111	0.001
colorectal	C17orf97	OSGIN2	0.269	0.168	0.101	0.000
colorectal	CA7	CA8	0.283	0.182	0.101	0.000
colorectal	CA8	GSDMB	0.311	0.186	0.125	0.000
colorectal	CA8	HSPA6	0.249	0.135	0.114	0.000
colorectal	CA8	SUGP2	0.259	0.146	0.113	0.001
colorectal	CAPN2	EMB	0.248	0.069	0.179	0.000
colorectal	CAPN2	PIP5K1B	0.251	0.021	0.231	0.000
colorectal	CAPN2	PKN3	0.250	0.068	0.182	0.000
colorectal	CCDC14	HSPA6	0.262	0.143	0.119	0.000
colorectal	CCDC150	PRR5	0.272	0.148	0.123	0.000
colorectal	CCDC150	TNFSF11	0.265	0.115	0.150	0.001
colorectal	CDX2	PPP1R3E	0.259	0.157	0.102	0.000
colorectal	CDX2	PSPC1	0.250	0.122	0.129	0.000
colorectal	CDX2	SATB2	0.277	-0.013	0.290	0.000
colorectal	CDX2	TCF7L2	0.257	0.046	0.211	0.000
colorectal	CEP104	MEGF6	0.280	0.165	0.115	0.001
colorectal	CEP104	PIK3R3	0.261	0.126	0.135	0.000
colorectal	CHKB	HSPA6	0.250	0.141	0.108	0.000
colorectal	CHKB	RBM38	0.258	0.156	0.103	0.001
colorectal	CLDN24	OR8B3	0.258	0.363	-0.105	0.000
colorectal	CTNNB1	KLF5	0.268	0.088	0.180	0.000
colorectal	CTNNB1	SATB2	0.364	0.184	0.181	0.000
colorectal	CTNNB1	TCF7L2	0.664	0.555	0.109	0.000
colorectal	CTNNB1	UBE2Z	0.351	0.209	0.142	0.000
colorectal	FERMT1	TCF7L2	0.278	0.174	0.104	0.000
colorectal	FGFBP3	ZNF845	0.261	0.150	0.111	0.001
colorectal	FOLR2	OR8B3	0.347	0.453	-0.107	0.000
colorectal	GGACT	LTB4R	0.254	0.153	0.100	0.000
colorectal	GPR35	GSDMB	0.248	0.115	0.132	0.000
colorectal	GPR35	MCF2L2	0.251	0.089	0.161	0.001
colorectal	GRIK4	INMT	0.293	0.169	0.124	0.001
colorectal	GRIK4	TAT	0.261	0.149	0.112	0.000
colorectal	GSDMB	IDH2	0.262	0.155	0.107	0.000
colorectal	HSPA6	KIF6	0.253	0.146	0.107	0.000
colorectal	IDH2	MT3	0.255	0.131	0.123	0.000
colorectal	ITPRID1	MAMDC4	0.282	0.151	0.131	0.000
colorectal	ITPRID1	ZNF845	0.286	0.180	0.106	0.000
colorectal	KARS1	OR8B3	0.147	0.252	-0.105	0.000
colorectal	KIF16B	KNG1	0.257	0.152	0.105	0.000
colorectal	KIF16B	LTB4R	0.262	0.150	0.112	0.000
colorectal	KLF5	TCF7L2	0.343	0.180	0.163	0.000
colorectal	KLLN	WDR83OS	0.300	0.201	0.100	0.000
colorectal	KLLN	ZFP57	0.257	0.136	0.121	0.000
colorectal	KRBOX4	OR8B3	0.273	0.406	-0.133	0.000
colorectal	LCE1E	OR8B3	0.249	0.373	-0.123	0.001
colorectal	LSM10	SATB2	0.154	0.265	-0.110	0.000
colorectal	LTK	TNFSF11	0.248	0.103	0.145	0.000
colorectal	MAMDC4	SCGB3A1	0.278	0.169	0.109	0.001
colorectal	MEST	PIK3R3	0.271	0.133	0.138	0.001
colorectal	MT3	WDR83OS	0.318	0.205	0.113	0.000
colorectal	MT3	ZNF845	0.323	0.222	0.100	0.001
colorectal	MTF2	RBM38	0.259	0.147	0.111	0.001
colorectal	MUC17	SIGLEC6	0.340	0.222	0.118	0.000
colorectal	MUC17	ZNF211	0.285	0.185	0.100	0.000
colorectal	NUDT21	OR8B3	0.184	0.299	-0.115	0.000
colorectal	OR5H1	OR8B3	0.155	0.263	-0.108	0.000
colorectal	OR8B3	PSMD7	0.167	0.273	-0.105	0.000
colorectal	OR8B3	SMU1	0.197	0.302	-0.105	0.000
colorectal	OR8B3	ST13	0.276	0.168	0.107	0.000
colorectal	OSGIN2	ZNF845	0.294	0.191	0.103	0.000
colorectal	PIK3R3	RBM15B	0.255	0.155	0.101	0.001
colorectal	PIP5K1B	TAAR1	0.276	0.125	0.151	0.000
colorectal	PIP5K1B	ZNF623	0.262	0.098	0.164	0.001
colorectal	PRR5	TNFSF11	0.269	0.115	0.154	0.000
colorectal	RBM47	TCF7L2	0.249	0.146	0.103	0.000
colorectal	SATB2	TCF7L2	0.259	0.030	0.230	0.000
colorectal	TCF7L2	TTC7A	0.278	0.170	0.108	0.000
colorectal	TCF7L2	UBE2Z	0.341	0.216	0.126	0.000
exocrine_adenocarcinoma	DDC	KCNK13	0.617	0.511	0.107	0.000
exocrine_adenocarcinoma	DDC	NAT8L	0.425	0.302	0.123	0.000
exocrine_adenocarcinoma	DDC	RDH10	0.324	0.218	0.105	0.001
exocrine_adenocarcinoma	FZD5	WLS	0.254	0.127	0.127	0.000
exocrine_adenocarcinoma	KCNK13	NAT8L	0.556	0.414	0.142	0.001
exocrine_adenocarcinoma	KCNK13	TAS2R43	0.298	0.198	0.100	0.000
exocrine_adenocarcinoma	KCNK13	TNFRSF19	0.391	0.275	0.116	0.000
exocrine_adenocarcinoma	NAT8L	RDH10	0.281	0.168	0.113	0.001
exocrine_adenocarcinoma	NAT8L	TNFRSF19	0.281	0.162	0.119	0.000
gastric	ATP11A	CDON	0.268	0.121	0.148	0.000
gastric	B3GALT2	CDON	0.279	0.125	0.154	0.001
gastric	CCDC87	NFKBID	0.250	0.134	0.116	0.001
gastric	CDON	GNG2	0.271	0.163	0.109	0.000
gastric	CDON	ISYNA1	0.265	0.156	0.109	0.000
gastric	CDON	MTERF2	0.267	0.152	0.116	0.001
gastric	CDON	NFKBID	0.279	0.133	0.145	0.001
gastric	CDON	RNF34	0.305	0.184	0.121	0.000
gastric	CDON	SLC22A2	0.271	0.128	0.144	0.000
gastric	CDON	SPACA9	0.249	0.139	0.110	0.000
gastric	GATM	SEC61A2	0.254	0.155	0.100	0.001
gastric	GOLGA5	SPINK9	0.256	0.155	0.100	0.001
gastric	NFKBID	RNF34	0.364	0.264	0.100	0.001
gastric	NFKBID	SLC22A2	0.278	0.167	0.112	0.000
gastric	PSTPIP1	TMTC1	0.269	0.115	0.154	0.001
glioblastoma	AP5B1	DCST2	0.253	0.129	0.125	0.000
glioblastoma	CPD	MET	0.248	0.134	0.114	0.000
glioblastoma	TCEAL4	TMCO6	0.250	0.140	0.110	0.000
glioma	AP5B1	DCST2	0.253	0.122	0.131	0.000
glioma	CPD	MET	0.248	0.082	0.166	0.000
glioma	GAB1	MET	0.299	0.194	0.105	0.000
glioma	JUN	NFIX	0.248	0.142	0.106	0.000
glioma	RPRML	SGSM2	0.284	0.184	0.100	0.001
glioma	TCEAL4	TMCO6	0.250	0.138	0.112	0.000
liposarcoma	CCL20	KIF5A	0.249	0.112	0.138	0.000
liposarcoma	CERS3	FMO3	0.249	0.108	0.140	0.000
liposarcoma	COMMD6	UCHL3	0.310	0.204	0.106	0.000
liposarcoma	DUSP19	GLIPR1	0.162	0.268	-0.106	0.000
liposarcoma	FAM3B	FMO3	0.253	0.040	0.212	0.000
liposarcoma	FBXO4	GLIPR1	0.305	0.128	0.178	0.000
liposarcoma	FBXO4	NR2C1	0.272	0.129	0.142	0.000
liposarcoma	FBXO4	PLCXD3	0.363	0.236	0.127	0.000
liposarcoma	FMO3	GLIPR1	0.324	0.038	0.286	0.000
liposarcoma	FMO3	NR2C1	0.289	0.067	0.222	0.000
liposarcoma	FMO3	SH3TC1	0.256	0.056	0.201	0.000
liposarcoma	FMO3	SIM2	0.265	0.129	0.136	0.000
liposarcoma	GLIPR1	NR2C1	0.354	0.170	0.185	0.000
liposarcoma	GLIPR1	PLCXD3	0.264	0.037	0.228	0.000
